,Churn Label,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,City,Zip Code,Latitude,Longitude,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population
174,1,-0.9773794552035417,No,-0.6503623741877634,-0.9121795839508172,Offer D,No,0.0,No,Yes,DSL,-0.8088277378635762,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.9990576738884033,-0.8607199945648414,0.0,0,-0.8847698169206241,-0.9439392603968482,San Jose,95110,0.465471192733362,-0.9994941730311316,Female,1.223274260317442,No,Yes,No,No,-0.48680034160159025,-0.18639041570451362
175,1,0.7359781764667757,Yes,-0.3171622431479425,0.8399145038269529,None,Yes,21.67,Yes,Yes,Cable,-0.7108794623125322,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,-0.15658641029387746,0.41887748887852216,0.0,100,0.4717486505451061,0.5039015271971657,San Jose,95126,0.4575321217726667,-1.0026504674990684,Male,1.4620752169995357,No,Yes,Yes,No,-0.48680034160159025,0.23086734174990095
176,1,-1.9646521309760778,Yes,-0.3171622431479425,-0.6677013391446167,Offer D,Yes,26.12,No,Yes,Fiber Optic,-0.6129311867614882,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.3169921106616253,-0.486330117561713,0.0,0,-0.3911596629617748,-0.5019568533286498,San Jose,95127,0.4770089905695081,-0.9465092721334845,Male,1.6411759345111059,No,Yes,Yes,No,-0.48680034160159025,1.8191982818355532
177,1,-1.0610609576876866,No,-0.6503623741877634,-0.952925958085184,None,Yes,17.56,Yes,Yes,Fiber Optic,0.3175774309734298,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3253005057661078,-0.7313857109304293,33.25,0,-0.6981069418927324,-0.7980892891485326,Stockton,95207,0.7309527373760895,-0.7279414501602339,Female,1.4023749778290122,No,Yes,No,No,-0.48680034160159025,1.3154727656700436
178,1,-0.36709617446058707,Yes,-0.3171622431479425,-0.01575935299474879,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,0.07270674209581976,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3339396714502842,0.4726674894757069,33.73,0,0.7597154662914379,0.5848660784670796,Angels Camp,95222,0.7589818985730677,-0.4063902379515051,Male,1.7605764128521526,No,Yes,Yes,No,-0.48680034160159025,-0.8450865787016084
179,1,0.8695304733606632,Yes,-0.3171622431479425,-1.278896951160118,None,Yes,17.36,Yes,Yes,Fiber Optic,0.41552570652447374,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.3203154687034186,-0.9734186504509854,0.0,30,-0.8642657197902507,-1.0165483872448215,Sheep Ranch,95250,0.8292467876700707,-0.3066327663266342,Male,1.223274260317442,No,Yes,Yes,No,-0.48680034160159025,-1.0425110512973068
180,1,-1.1261465707309102,No,-0.6503623741877634,-0.9936723322195508,None,Yes,14.89,No,Yes,Fiber Optic,-0.02524153345522423,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.16411764073914742,-0.7587661008980693,0.0,0,-0.7440758048140531,-0.8217246000029104,Ballico,95303,0.5152215159873834,-0.42519014895663315,Male,1.9993773695342463,No,Yes,No,No,-0.48680034160159025,-1.0084250731503963
181,1,-1.4295976756986675,Yes,-0.3171622431479425,-0.8306868356820837,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,0.3175774309734298,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1079513246083597,-0.5384212543172311,49.06,0,-0.4506404424252311,-0.5778571937229431,Catheys Valley,95306,0.48480791977455806,-0.172007988211036,Female,1.223274260317442,No,Yes,Yes,No,-0.48680034160159025,-1.0000572255331936
182,1,0.2600924603195686,Yes,-0.3171622431479425,-1.1566578287570177,None,Yes,18.91,Yes,Yes,Fiber Optic,-0.02524153345522423,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1578016952352548,-0.8528434440262052,25.79,0,-0.7954305365668546,-0.9203109298469165,Hickman,95323,0.5704786811771051,-0.43764173063264605,Female,1.2829744994879655,No,Yes,Yes,No,-0.48680034160159025,-0.9967951832417417
183,1,0.5111369677720029,Yes,-0.3171622431479425,1.5326028641111875,None,Yes,17.45,Yes,Yes,Fiber Optic,-0.02524153345522423,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2691341896353205,2.12738293442577,15.24,0,0.5579579851963705,1.840490222529788,Soulsbyville,95372,0.7262741899210126,-0.23446502163914965,Male,1.3426747386584887,No,Yes,Yes,No,-0.48680034160159025,-0.9748591307311085
184,1,0.7985279864044192,No,-0.6503623741877634,-1.278896951160118,None,Yes,28.64,No,Yes,Fiber Optic,-0.7598536000880542,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.20732129528245635,-0.974918945791678,0.0,0,-0.8509427811018515,-1.02426860396217,Escondido,92027,-1.2378607144887315,1.294759648076512,Female,1.9993773695342463,No,Yes,No,No,-0.48680034160159025,1.2551958972410409
185,1,0.04793026715269653,Yes,-0.3171622431479425,0.5954362590207524,None,Yes,26.95,No,Yes,Fiber Optic,0.26860329319790777,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.19236618409438774,0.45400205038414887,26.99,0,0.6112851732975432,0.5285943541751225,Escondido,92027,-1.2378607144887315,1.294759648076512,Female,1.5814756953405824,No,Yes,Yes,No,-0.48680034160159025,1.2551958972410409
186,1,0.14175498205916187,Yes,-0.3171622431479425,-1.278896951160118,None,Yes,37.3,No,Yes,Fiber Optic,-0.6129311867614882,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1491625295510788,-0.9756911566287992,0.0,0,-0.8407143547683819,-1.0218569087760543,Branscomb,95417,1.422939513965764,-1.8223494240414286,Female,1.5814756953405824,No,Yes,Yes,No,-0.48680034160159025,-1.0383507654763247
187,1,0.9844868808136298,No,-0.6503623741877634,-0.8306868356820837,Offer D,Yes,28.63,No,Yes,Cable,-0.6619053245370102,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,0.6327111246319606,-0.5518577228831398,44.58,80,-0.47898712048565506,-0.5673762665971757,Philo,95466,1.1732405232261223,-1.7378971956203517,Male,1.1038737819763953,No,Yes,No,No,-0.48680034160159025,-0.9940531766779125
188,1,1.5888532876435641,No,-0.6503623741877634,0.8399145038269529,None,No,0.0,No,Yes,DSL,0.21962915542238576,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.3426944606342854,0.25335961173328864,20.16,0,-0.8847698169206241,-0.06979922476828866,Point Arena,95468,1.0991990973382662,-1.788367736645522,Male,1.5814756953405824,No,Yes,No,No,-0.48680034160159025,-0.9827542185959269
189,1,0.27530727895304946,No,-0.6503623741877634,0.3509580142145519,None,Yes,22.56,Yes,Yes,Fiber Optic,-0.2701122223328342,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.164448411318841,0.8732242822738562,8.88,0,0.20771115552811548,0.7472419204914552,Westport,95488,1.4285459942595198,-1.8617005253204368,Male,1.8799768911931996,No,Yes,Yes,No,-0.48680034160159025,-1.032063060769613
190,1,-0.6054616663851207,No,-0.6503623741877634,-1.115911454622651,None,Yes,2.27,No,Yes,Fiber Optic,-0.17216394678179023,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.18239610996900885,-0.8597933415602959,12.48,0,-0.8713642004212152,-0.9436007156312141,Gasquet,95543,2.2967261956510328,-1.8740314251491474,Male,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,-1.0215205182914424
191,1,1.6590105068979482,Yes,-0.3171622431479425,1.4918564899768207,None,Yes,16.34,Yes,Yes,Fiber Optic,-0.8088277378635762,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.8370976442022303,1.7044982168514307,6.79,110,0.44688625166294266,1.514530945811867,Piercy,95587,1.5221712179138458,-1.82159562665673,Male,1.1038737819763953,No,Yes,Yes,No,-0.48680034160159025,-1.0372161420706023
192,1,-1.965497398677938,No,-0.6503623741877634,-0.7491940874133503,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,-0.4660087734349222,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.33859393793328,-0.548768879534655,39.29,0,-0.614909441785388,-0.6311727590819913,Carmichael,95608,0.9836951534102907,-0.7293487861641752,Male,1.223274260317442,No,Yes,No,No,-0.48680034160159025,1.7345742861587572
193,1,-1.9519731154481772,No,-0.6503623741877634,-0.01575935299474879,Offer C,Yes,33.22,No,Yes,Fiber Optic,-0.5639570489859662,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3203154687034186,-0.001514090850254403,44.31,0,0.37079904330242125,0.09119800712798906,Citrus Heights,95610,1.011623056113305,-0.7031724293230932,Female,1.4023749778290122,No,Yes,No,No,-0.48680034160159025,1.0201397483555492
194,1,1.1374803348502984,Yes,-0.3171622431479425,0.7176753814238527,None,Yes,4.6,No,Yes,Cable,0.17065501764686375,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.20898297430335275,0.5138373586776537,0.0,0,-0.6131141521748944,0.2235341089687219,Herald,95638,0.8570487248065963,-0.6346019320071556,Female,1.3426747386584887,No,Yes,Yes,No,-0.48680034160159025,-0.9641747603272225
195,1,-0.3366665371936253,No,-0.6503623741877634,-1.2381505770257513,None,No,0.0,No,Yes,DSL,-0.36806049788387823,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.1419620696855024,-0.9715432812751197,0.0,0,-0.8847698169206241,-1.0315944334783158,Newcastle,95658,1.0878277684661928,-0.6509840286176565,Female,1.5814756953405824,No,Yes,No,No,-0.48680034160159025,-0.7584769920647981
196,1,0.935461354105747,No,-0.6503623741877634,-0.3824767202040495,None,Yes,17.62,Yes,Yes,Fiber Optic,0.41552570652447374,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3837900420771791,0.08962885109682112,0.0,0,-0.40611253563864846,-0.05082326713165948,Roseville,95678,1.0378170083656963,-0.711030210065406,Male,1.6411759345111059,No,Yes,No,No,-0.48680034160159025,0.40063536883111583
197,1,0.9396876926150473,No,-0.6503623741877634,-1.2381505770257513,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,0.21962915542238576,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.690869890363338,-0.9235338303729567,0.0,0,-0.8718012117079801,-0.9897893901508296,Applegate,95703,1.1283975916235325,-0.5719067840110942,Female,1.8799768911931996,No,Yes,No,No,-0.48680034160159025,-0.9745281989044394
198,1,-1.8818158961937932,Yes,-0.3171622431479425,-0.09725210126348229,Offer C,Yes,6.23,No,Yes,Fiber Optic,-0.8088277378635762,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.4947917658975512,0.03740533534065375,0.0,0,-0.6640200615250725,-0.16834018263339523,Sacramento,95814,0.9668364242333607,-0.8054456533032911,Male,1.820276652022676,No,Yes,Yes,No,-0.48680034160159025,-0.26193742413553045
199,1,-0.46683776328007276,No,-0.6503623741877634,-1.278896951160118,None,Yes,22.92,No,No,None,-1.0047242889656642,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.5058697752618362,-0.997666070736591,0.0,0,-0.8576987393729192,-1.0442567057434786,Sacramento,95819,0.9599868946677104,-0.7801725536731824,Female,1.4023749778290122,No,Yes,No,No,-0.48680034160159025,-0.291437632684313
200,1,-1.664582096815761,No,-0.6503623741877634,-0.01575935299474879,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,-0.5639570489859662,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.7041633225305103,0.15365616107755528,0.0,0,0.9653233711563799,0.40507437684977043,Sacramento,95835,1.0075682609810412,-0.8294673750090528,Female,1.8799768911931996,No,Yes,Yes,No,-0.48680034160159025,-1.0062976542646669
201,1,0.9768794714968894,No,-0.6503623741877634,-0.6677013391446167,None,Yes,36.83,No,Yes,DSL,-0.2211380845573122,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.17818823756553193,-0.554439113395802,0.0,0,-0.18876438161034775,-0.4960201043972711,Sacramento,95838,0.9917828718401228,-0.7824590105186312,Female,1.7008761736816291,No,Yes,No,No,-0.48680034160159025,0.6029765428516115
202,1,-0.7829678837757307,No,-0.6503623741877634,0.2287188918114517,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,-0.9067760134146202,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1561400162143582,0.6415389679707239,0.0,0,1.2421995491115707,0.8727792058017201,Butte City,95920,1.317307868165227,-1.0117262065772428,Female,1.7008761736816291,No,Yes,No,No,-0.48680034160159025,-1.0323467166210436
203,1,0.07244303050663792,No,-0.6503623741877634,-1.2381505770257513,Offer E,Yes,12.96,No,Yes,Fiber Optic,-0.02524153345522423,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,1.0082505833545696,-0.9267109263885409,0.0,0,-0.8541554046153662,-0.9870880123302022,Clipper Mills,95930,1.3628519135800183,-0.6459618071260222,Male,1.7605764128521526,No,Yes,No,No,-0.48680034160159025,-1.033339512101051
204,1,-0.8091711825333923,Yes,-0.3171622431479425,-0.6269549650102499,None,Yes,9.5,No,Yes,Fiber Optic,-0.2211380845573122,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5562738896707216,-0.4197214170683165,0.0,0,-0.6940202958056878,-0.5387674888249763,Quincy,95971,1.5285063543301636,-0.5962065381266022,Male,1.4023749778290122,No,Yes,Yes,No,-0.48680034160159025,-0.7540803263676238
205,1,-0.5361497148325967,Yes,-0.3171622431479425,-1.1974042028913845,Offer E,No,0.0,No,Yes,DSL,-0.02524153345522423,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.9408989081570257,-0.9649022680758775,0.0,0,-0.8847698169206241,-1.0263417543826516,Sutter,95982,1.205106571276359,-0.9511406701042332,Male,1.223274260317442,No,Yes,Yes,No,-0.48680034160159025,-0.8957191481819707
206,1,0.37335833236881505,No,-0.6503623741877634,-1.278896951160118,Offer E,No,0.0,No,Yes,DSL,0.02373260432029777,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.3197617249214282,-0.995194996057803,0.0,0,-0.8847698169206241,-1.0503016493937714,Twain,95984,1.5491452656037288,-0.6060551051884647,Female,1.3426747386584887,No,Yes,No,No,-0.48680034160159025,-1.0432201909258834
207,1,-1.544554083151634,Yes,-0.3171622431479425,0.4324507624832854,Offer B,No,0.0,No,Yes,DSL,0.02373260432029777,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,-0.3061375221745625,0.027278341790978582,0.0,0,-0.8847698169206241,-0.24158102703373763,Adin,96006,2.014688887245311,-0.536791615572436,Female,1.4023749778290122,No,Yes,Yes,No,-0.48680034160159025,-1.0175966123466524
208,1,0.49845795224410216,Yes,0.016037887891878367,-0.9121795839508172,None,Yes,46.5,Yes,Yes,Cable,-0.8088277378635762,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7274268288230613,-0.628240406257813,0.0,0,-0.3355529294999098,-0.5977685121553449,Paskenta,96074,1.4933360391049175,-1.3139604324812426,Male,1.6411759345111059,No,Yes,Yes,No,-0.48680034160159025,-1.034237755630581
209,1,1.2245429081418835,No,-0.6503623741877634,0.18797251767708495,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,-0.9067760134146202,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3954217952234547,0.783846393668772,0.0,0,0.9441224181903545,0.8972556433418488,Red Bluff,96080,1.6158089976214205,-1.221521850734381,Female,1.820276652022676,No,Yes,No,No,-0.48680034160159025,0.20321089623541733
210,1,-0.366250906758727,Yes,-0.3171622431479425,-0.8306868356820837,None,Yes,48.5,Yes,Yes,Fiber Optic,-0.8088277378635762,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2159604609666324,-0.4685472051411507,0.0,0,-0.197362873955343,-0.4306251221943065,Doyle,96109,1.5452937975273422,-0.16021597924662878,Male,1.1635740211469185,No,Yes,Yes,No,-0.48680034160159025,-0.9910275142626528
211,1,-1.9612710601686378,No,-0.6503623741877634,0.10647976940835145,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,0.41552570652447374,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.0198823365008454,0.5267222480741903,0.0,80,0.5662257662973275,0.6101382707140598,Sierra City,96125,1.3783890168937412,-0.40831047180648405,Male,1.4023749778290122,No,Yes,No,No,-0.48680034160159025,-1.0302192977353142
212,1,-1.9012570533365742,No,-0.6503623741877634,-1.278896951160118,Offer E,Yes,45.8,No,Yes,Fiber Optic,-0.5149829112104443,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.16079428269735413,-0.975536714461375,0.0,0,-0.8306749062886484,-1.0187681240586703,Tahoe Vista,96148,1.2328364123651805,-0.13835771173426373,Female,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,-1.0146182259066312
213,1,-1.9114002657588949,No,-0.6503623741877634,-1.278896951160118,Offer E,Yes,18.37,No,Yes,Fiber Optic,-0.36806049788387823,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.4549114693960351,-0.9716315339422193,0.0,0,-0.8630727970885412,-1.0252528268890653,Los Angeles,90007,-0.8789714494367086,0.6830284698655908,Female,1.1038737819763953,No,Yes,No,No,-0.48680034160159025,1.081929447992182
214,1,-0.7246444123473874,No,-0.6503623741877634,-0.952925958085184,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,0.02373260432029777,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6543129519036153,-0.6697853492949332,0.0,0,-0.7475364617605966,-0.7523682950268036,San Diego,92121,-1.336143018797414,1.1853494853111648,Female,1.7605764128521526,No,Yes,No,No,-0.48680034160159025,-0.845370234553039
215,1,-1.4836948086177106,No,-0.6503623741877634,0.2287188918114517,Offer C,Yes,5.75,No,Yes,Cable,0.46449984429999575,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,0.17907275192721603,0.09574034829346594,0.0,0,-0.6266969354121809,-0.11117148922011888,Los Angeles,90024,-0.8631888955336225,0.6132516182375679,Male,1.5814756953405824,No,Yes,No,No,-0.48680034160159025,1.0405629696585526
216,1,1.5246129423022006,No,-0.6503623741877634,0.7584217555582194,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,-0.4660087734349222,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.097981250482981,1.1618105036894328,0.0,0,0.2892432882994099,1.0026896518474453,Los Angeles,90028,-0.8495935251001405,0.6636762073285765,Male,1.4023749778290122,No,Yes,No,No,-0.48680034160159025,0.3984606739701479
217,1,-1.5927343421576567,No,-0.6503623741877634,-1.115911454622651,None,Yes,41.83,Yes,Yes,Fiber Optic,0.21962915542238576,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.6111092973603063,-0.8094231318132193,0.0,0,-0.6377403287398877,-0.8303697070593626,Los Angeles,90039,-0.8451478721811783,0.694890102972669,Female,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,0.3389874971201985
218,1,-0.8877810788063767,No,-0.6503623741877634,-1.2381505770257513,None,Yes,23.46,Yes,Yes,Fiber Optic,0.21962915542238576,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.355210728142245,-0.9363525302691683,0.0,0,-0.8293520613124953,-0.9873846752691599,Culver City,90230,-0.8924777123955034,0.6310935010394848,Female,1.820276652022676,No,Yes,No,No,-0.48680034160159025,0.4644106594277627
219,1,-1.1701004912276327,No,-0.6503623741877634,-1.2381505770257513,None,Yes,25.74,No,Yes,DSL,-0.7108794623125322,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.32940102846711344,-0.9602690030531504,0.0,0,-0.8239661924810147,-1.0047097909042946,Culver City,90232,-0.8822173917191957,0.6334783600065833,Female,1.5814756953405824,No,Yes,No,No,-0.48680034160159025,-0.3283128933702912
220,1,1.1788984522414407,Yes,-0.3171622431479425,-1.278896951160118,None,Yes,4.89,Yes,Yes,Fiber Optic,-0.4660087734349222,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0082505833545696,-0.9642844994061806,0.0,0,-0.8789941812658127,-1.0241464486343639,Gardena,90248,-0.9400728498640131,0.6835265145661957,Male,1.4620752169995357,No,Yes,Yes,No,-0.48680034160159025,-0.5758026237434908
221,1,1.2541272777069852,Yes,-0.3171622431479425,0.8399145038269529,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,-0.7108794623125322,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2342389301964942,1.442498111399598,0.0,0,-0.38773443936280694,1.0246531797869904,Torrance,90501,-0.957401418452932,0.6694577961363161,Male,1.3426747386584887,No,Yes,Yes,No,-0.48680034160159025,0.8776972349621489
222,1,0.32771387646837247,Yes,-0.3171622431479425,0.7584217555582194,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,0.46449984429999575,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9650469288112608,1.090171401171361,0.0,0,0.4488705191271724,0.9931964378007963,Montebello,90640,-0.8838804612240482,0.7643438985786838,Male,1.9993773695342463,No,Yes,Yes,No,-0.48680034160159025,1.9045314171409258
223,1,1.288783253483247,No,-0.6503623741877634,1.614095612379921,None,Yes,6.03,Yes,Yes,Fiber Optic,-0.9067760134146202,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.3090144861368367,2.3870443441994644,0.0,0,-0.37197841080755456,1.7763935769537913,Lakewood,90713,-0.9517082608883437,0.7631510049341812,Male,1.1635740211469185,No,Yes,Yes,No,-0.48680034160159025,0.25639636837865504
224,1,-1.3239392129661616,No,-0.6503623741877634,-1.115911454622651,None,Yes,4.59,No,Yes,Fiber Optic,-0.4660087734349222,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8852863358082289,-0.8077904574718774,0.0,0,-0.8576633060253436,-0.8940649851297103,Arcadia,91007,-0.8380844846762765,0.7932286345698223,Male,1.9396771303637228,No,Yes,No,No,-0.48680034160159025,0.41571640493217615
225,1,0.002285811252253934,No,-0.6503623741877634,-1.278896951160118,None,Yes,28.49,Yes,Yes,Fiber Optic,-0.12318980900626822,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.35188737010045174,-0.9729994502822625,0.0,0,-0.8511199478397291,-1.0228027400284962,Canoga Park,91304,-0.7991635548346355,0.5217297543692625,Male,1.9993773695342463,No,Yes,No,No,-0.48680034160159025,1.2812922355726561
226,1,0.6066522180821883,No,-0.6503623741877634,-0.8714332098164504,None,Yes,4.1,Yes,Yes,Fiber Optic,-0.7598536000880542,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.6659447050498906,-0.6060889868158224,0.0,0,-0.8315016843987441,-0.7267994398408657,Stevenson Ranch,91381,-0.7425495258258046,0.5296543742885395,Female,1.8799768911931996,No,Yes,No,No,-0.48680034160159025,-0.5768899711739748
227,1,1.2363766559679241,Yes,-0.3171622431479425,0.7176753814238527,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,-0.8088277378635762,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1.0065889043336733,1.150955425636186,0.0,50,0.9790242655522514,1.215383018471284,Castaic,91384,-0.6848427151501241,0.4909131804993621,Female,1.223274260317442,No,Yes,Yes,No,-0.48680034160159025,0.0017679657444519277
228,1,0.18401836715216427,No,-0.6503623741877634,-1.115911454622651,None,Yes,18.69,No,Yes,DSL,0.36655156874895173,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.47895214034779854,-0.9015589162651649,0.0,0,-0.7743949392228482,-0.9436251466967753,Van Nuys,91401,-0.817752184122432,0.6149634438254713,Male,1.5814756953405824,No,Yes,No,No,-0.48680034160159025,0.8621434391087043
229,1,-1.2174354825317955,No,-0.6503623741877634,-1.115911454622651,None,Yes,36.36,Yes,Yes,Fiber Optic,-0.4170346356594002,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8321126071395406,-0.7844696901908175,0.0,0,-0.6700437306129124,-0.8201784625681069,North Hollywood,91605,-0.8060823452101545,0.6297093730831027,Male,1.7008761736816291,No,Yes,No,No,-0.48680034160159025,1.654961543857235
230,1,-1.7643236856352464,No,-0.6503623741877634,-0.952925958085184,None,Yes,10.66,Yes,Yes,Fiber Optic,-0.2701122223328342,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,1.1528166581725656,-0.6005511319553246,0.0,0,-0.7714539713740793,-0.704675364899061,West Covina,91790,-0.8629211680755834,0.8446228558878183,Male,1.223274260317442,No,Yes,No,No,-0.48680034160159025,1.0381518949213924
231,1,-1.3805721489907847,No,-0.6503623741877634,-1.2381505770257513,None,Yes,9.55,No,Yes,Fiber Optic,0.36655156874895173,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.18073443094811242,-0.955084158861051,0.0,0,-0.8622105856308699,-1.011909974940411,Campo,91906,-1.4273283177812,1.5242213275736531,Female,1.7008761736816291,No,Yes,No,No,-0.48680034160159025,-0.8985557066962767
232,1,1.5592689180784625,Yes,0.016037887891878367,0.7584217555582194,Offer B,Yes,43.58,Yes,Yes,Cable,0.07270674209581976,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6460045567991327,0.8232512095287277,0.0,0,1.740345171560088,1.1637043345048381,Chula Vista,91915,-1.455061399141829,1.2907079871337719,Male,1.9993773695342463,No,Yes,Yes,No,-0.48680034160159025,-0.6080448388561025
233,1,-1.050917745265366,No,-0.6503623741877634,-0.2602375978009493,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,-0.12318980900626822,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,1.3621882148055247,0.1896853124209526,0.0,90,-0.8460766013681453,-0.07028086577506706,Spring Valley,91978,-1.4043300835982904,1.3023059768205862,Male,1.521775456170059,No,Yes,Yes,No,-0.48680034160159025,-0.674940343818486
