,Churn Label,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Latitude,Longitude,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,CityEncodedSortNormal,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer E,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,refundBinned_No Refund,refundBinned_Refund
1089,0,0.8686852056588033,0,-0.6503623741877624,1.2473782451706181,1,1,-0.12318980900626794,1,1,1,1,1,0,0,1,0,0.6061242602976133,1.3073170885698369,0.27751485025190925,1.1143117002444778,0.9376999001463328,-0.806943964853951,1.4620752169995321,0,1,0,0,-0.48680034160157515,1.0657610644606361,-1.0026263862403306,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1090,0,1.007309108763851,1,2.348438805170621,-1.238150577025749,0,1,0.1706550176468634,0,0,0,0,0,0,0,1,0,0.17741107290631652,-0.9437436911387569,-0.8021156281427703,-0.9851823892164286,0.9226715195062832,-0.7830122903727194,1.4023749778290089,0,1,1,0,-0.48680034160157515,2.366606799121372,-1.0026263862403306,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1091,0,0.08681258143825873,1,1.6820385430909803,1.4918564899768183,1,1,-0.3190863601083555,1,1,0,0,0,0,0,1,1,0.6692680630916805,1.5467465744109552,0.3181214665734666,1.315686503209022,0.9305158125166294,-0.8228475115237995,1.8202766520226719,0,1,1,0,-0.48680034160157515,0.9782532342942957,-1.0026263862403306,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1092,0,0.5364949988278043,1,-0.31716224314794206,1.0436463744987847,1,1,-0.514982911210443,1,1,0,1,0,0,0,0,1,0.8337742861604335,1.255556899315942,0.377767601658942,1.1483686056368314,1.2457391746998896,-1.0648220419425107,1.4620752169995321,0,1,1,1,0.5518348616398346,-0.6919596949043212,1.6611338589016988,0,1,0,0,1,0,0,1,0,1,0,0,1,0
1093,0,0.15020765907776235,0,-0.6503623741877624,1.3696173675737182,1,1,-0.514982911210443,1,1,1,1,1,1,0,1,1,1.711140809193785,2.4630740169057344,-0.6298623144622609,1.7603249161189483,1.381318222607042,-0.9381970778202736,1.8202766520226719,0,1,1,1,1.5904700648812444,-0.880070800378048,0.22264646931592835,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1094,0,1.5930796261528644,1,-0.31716224314794206,0.7584217555582181,0,1,0.023732604320297713,0,1,0,0,0,0,0,1,1,-1.1735339710825365,-0.36229099395327574,-0.8847698169206231,-0.5497091160441859,1.6051217711344994,-0.500710992355643,1.4620752169995321,0,1,1,0,-0.48680034160157515,-0.9490937242261609,1.2091190467591346,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1095,0,1.0106901795712913,0,-0.6503623741877624,0.7176753814238513,1,1,0.12168087987134149,1,1,0,0,1,0,0,0,1,0.18571946801079903,0.5181396761987553,0.60520244863041,0.6218477314223336,1.239926937146399,-0.9377380226395738,1.3426747386584856,0,1,0,0,-0.48680034160157515,-0.6356067324201085,1.9312056020057466,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1096,0,-0.2656640502373813,1,-0.31716224314794206,1.6140956123799182,1,1,-0.8088277378635743,1,1,1,0,1,1,1,1,1,1.4884758203936541,2.4888658588655823,0.6212891884297005,2.1504366808484345,1.4173374890456738,-0.8761944579633533,1.2232742603174391,0,1,1,0,-0.48680034160157515,0.292089729683672,1.7492625329672302,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1097,0,0.5821394547282469,1,0.016037887891878343,1.2473782451706181,0,1,-0.6619053245370087,1,0,0,1,0,0,0,1,0,-0.9525306613033023,0.008171639363921528,-0.8847698169206231,-0.2566933861594711,1.802631729051504,-1.7212964792021426,1.7605764128521486,0,1,1,0,-0.48680034160157515,-1.0340013757543876,0.2425464924920161,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1098,0,0.26431879882886883,0,-0.6503623741877624,-0.5862085908758822,0,0,-1.004724288965662,0,0,0,0,0,0,0,0,0,-1.4759595528856995,-0.8431577138120282,-0.08688169621484043,-0.6942747112744256,1.9100337783604937,-1.5360414886941671,1.8202766520226719,0,1,0,0,-0.48680034160157515,-1.0119707712932775,0.23686077158456245,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1099,0,-0.19128049247369708,1,2.0152386741308006,-0.17874484953221548,1,1,-0.2701122223328336,0,1,0,1,1,1,1,1,1,1.3638498938264167,0.31665883721044946,-0.07948793768741319,0.22526173431912178,2.2759426872480217,-1.4814176354779507,1.2232742603174391,0,1,1,0,-0.48680034160157515,-1.0238843170533627,0.6576041187361317,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1100,0,0.30911798702745136,0,-0.6503623741877624,0.8399145038269514,0,1,0.3665515687489509,1,1,0,1,0,1,1,1,1,1.0630859910441506,1.2912109768241662,1.2799006309319336,1.397774883494752,1.8981504865429424,-1.235398870691719,1.5217754561700554,0,1,0,0,-0.48680034160157515,-0.9882382317235838,1.6554481379942452,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1101,0,1.019988124291752,1,2.348438805170621,1.4511101158424515,0,1,0.3665515687489509,1,1,1,0,0,0,0,1,1,-0.7581142158584119,0.3024280946406447,-0.8847698169206231,-0.023952585166532016,2.0822250624469287,-1.1762174210959944,1.9396771303637184,0,1,1,0,-0.48680034160157515,-0.7011312341005772,0.8367043273209213,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1102,0,-1.2740684185564186,0,-0.6503623741877624,-0.9529259580851823,1,1,-0.8088277378635743,0,0,1,0,1,0,0,1,1,0.842082681264916,-0.6458247501774018,-0.4595696460142641,-0.6483233671059764,2.249112831653544,-0.30040558300607406,1.1635740211469159,0,1,0,0,-0.48680034160157515,-1.0417546356934906,2.1074629501368096,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1103,0,-0.10421791918211212,0,-0.6503623741877624,0.8806608779613181,1,1,-0.9067760134146181,0,1,0,1,1,0,0,1,0,0.2438782337421765,0.7085227422992911,2.0127567477207604,1.1534572475780134,2.052936245585045,-0.3407161049711433,1.2829744994879624,0,1,0,0,-0.48680034160157515,-1.0335758919772415,2.0449200201548194,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1104,0,0.6125690919952086,0,-0.6503623741877624,1.288124619304985,1,1,-0.12318980900626794,1,1,0,0,1,1,1,1,1,1.2874126588651778,1.883430499395794,0.5665800997730823,1.6554039599901378,1.4537885217025652,-0.3197801252687475,1.879976891193195,0,1,0,0,-0.48680034160157515,-0.8464103060082834,2.084720066506995,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1105,0,-0.06871667570399011,1,1.0156382810113396,1.6140956123799182,1,1,-0.8578018756390963,0,1,1,1,1,1,1,1,0,1.4934608574563437,2.4790477496507557,1.4742407312678567,2.3947159250907197,1.15992503126989,-0.1962761793821617,1.7605764128521486,0,1,1,0,-0.48680034160157515,-0.98563805308547,2.053448601516,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1106,0,0.5060653615608426,1,1.0156382810113396,1.6140956123799182,1,1,0.3665515687489509,1,1,1,0,1,1,1,1,1,0.6426811987573362,1.6985411618222064,3.1461278032716606,2.271415827355419,-0.8828759769639997,0.7222839539883643,1.5217754561700554,0,1,1,0,-0.48680034160157515,1.1983228990292036,-1.0111549676015112,1,0,0,0,0,0,0,0,1,0,1,0,1,0
1107,0,-0.041668109244468565,0,-0.6503623741877624,-0.6677013391446156,0,1,-0.17216394678178984,0,0,0,0,0,1,1,1,1,0.464881543521411,-0.46867958414180083,-0.13792933895532042,-0.4131673807746986,-0.8631888955336889,0.6132516182372699,1.2829744994879624,0,1,0,0,-0.48680034160157515,1.040562969658551,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1108,0,-0.5826394384348993,1,0.3492380189316987,-1.1974042028913823,0,1,-0.17216394678178984,0,1,0,0,0,0,0,0,1,0.3269621847870014,-0.900764642261269,-0.7447726606497044,-0.9237731608521673,-0.8543939877820157,0.6635253550191473,1.9993773695342416,0,1,1,0,-0.48680034160157515,0.49272896859558374,-1.0111549676015112,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1109,0,1.2735684348497662,1,1.0156382810113396,-0.21949122366658214,1,1,0.023732604320297713,0,1,1,1,1,1,1,1,0,0.6343728036528536,0.013157915055046805,-0.7753870729549622,-0.22042721440993784,-0.8343877395787327,0.6627144658374606,1.7605764128521486,0,1,1,0,-0.48680034160157515,-0.019458947137604713,-1.0111549676015112,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1110,0,-0.7745152067571303,0,-0.6503623741877624,0.10647976940835126,1,1,-0.6619053245370087,1,0,0,0,1,1,1,1,1,1.1395232260053894,0.5622660097485377,0.4231931532507714,0.5680644856653987,-0.8486963748436926,0.6057554188759205,1.879976891193195,0,1,0,0,-0.48680034160157515,-0.551691876371889,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1111,0,-0.2901768135913227,0,-0.6503623741877624,-1.238150577025749,0,1,0.4644998442999947,0,0,0,0,0,0,0,1,0,-0.691647055022552,-0.9686971327611589,-0.8396749765728321,-1.016017884106923,-0.8648932785040777,0.6290196299093702,1.641175934511102,0,1,0,0,-0.48680034160157515,-0.5098526382858753,-0.857640503100263,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1112,0,0.5736867777096464,1,2.348438805170621,1.6140956123799182,1,0,-1.004724288965662,0,0,0,0,0,0,0,0,1,-1.298159897649774,-0.15134505641854146,-0.16363032706343825,-0.1697676548926174,-0.9158481728022896,0.6609859304553113,1.4023749778290089,0,1,1,0,-0.48680034160157515,0.2665607030549179,-0.9400834562583407,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1113,0,0.5745320454115065,0,-0.6503623741877624,1.4511101158424515,1,1,0.3665515687489509,0,1,1,0,0,1,0,1,1,1.0348374476889102,1.8633750807974183,0.6950377958502367,1.6775001137141583,-0.8793776985145573,0.5952686305061984,1.1635740211469159,0,1,0,0,-0.48680034160157515,-0.10233373173057862,-0.9457691771657943,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1114,0,-0.23185334216297937,1,2.0152386741308006,1.410363741708085,1,1,-0.025241533455224174,1,0,1,0,1,1,0,1,1,1.4053918693488292,2.145474731181176,2.159533484494464,2.333379989923142,-0.9121919311022633,0.8190666180772017,1.2232742603174391,0,1,1,0,-0.48680034160157515,-0.14327472628706203,-0.9628263398881552,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1115,0,-0.23861548377785977,1,1.0156382810113396,-0.7899404615477156,0,1,-0.5639570489859649,0,0,0,0,1,1,0,1,0,-0.6467817214583467,-0.773063032968199,-0.8847698169206231,-0.874607386486305,-0.9409874165815575,0.8184622805187775,1.2829744994879624,0,1,1,0,-0.48680034160157515,0.5383975606759105,-0.7581403872198242,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1116,0,-0.1862088862625368,1,2.0152386741308006,-0.42322309433841554,0,1,-0.3190863601083555,0,0,0,0,1,1,1,1,1,0.8304509281186407,-0.1506831614152947,-0.30323771651102605,-0.21049773133540955,-0.9470843930200705,0.6982891536177684,1.1038737819763926,0,1,1,0,-0.48680034160157515,0.16198624582750304,-0.7325546431362829,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1117,0,-0.2005784371941576,1,1.6820385430909803,0.7584217555582181,1,1,-0.514982911210443,1,0,1,0,0,1,0,1,1,0.9600618917485678,1.129090827362266,-0.7516467300793571,0.669230038002226,-0.9779171993979044,0.7464096477471821,1.7605764128521486,0,1,1,0,-0.48680034160157515,1.008273478570701,-0.9940978048791502,0,1,0,0,1,0,0,1,0,1,0,0,1,0
1118,0,1.69366648267421,1,-0.31716224314794206,1.5733492382455516,1,1,-0.025241533455224174,0,1,1,1,0,1,0,0,1,0.27046509807652086,1.2616904596793617,2.9819651039542303,1.8843614359733092,-0.9613529299214215,0.7637066055924324,1.641175934511102,0,1,1,1,2.6291052681226543,0.7222538283781783,-0.9940978048791502,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1119,0,0.8205049466527805,0,-0.6503623741877624,1.0029000003644182,1,1,-0.2211380845573117,0,1,1,0,1,1,0,1,1,0.498115123939341,0.9521662929944139,-0.2721272373397107,0.6709890747226345,-0.8045006875345164,0.7083368457276868,1.5217754561700554,0,1,0,0,-0.48680034160157515,-0.6908250714985987,-0.25779694736390407,1,0,0,0,1,0,0,0,1,1,0,0,1,0
1120,0,1.764668969630454,1,2.348438805170621,1.2066318710362516,0,1,0.4155257065244728,1,0,1,1,1,1,0,1,1,0.504761840022927,1.1205303186536084,0.9181261521857733,1.1558724329163519,-0.8217203019839298,0.7886923895937618,1.3426747386584856,0,1,1,0,-0.48680034160157515,-0.5475315905509068,-0.33739704006825505,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1121,0,0.17302988702798364,1,-0.31716224314794206,1.5326028641111848,1,1,0.1706550176468634,0,1,0,1,1,1,0,1,1,1.355541498721934,2.168795498462236,1.9047795265422625,2.276546351123277,-0.7400281893261856,0.5813920747100982,1.5217754561700554,0,1,1,0,-0.48680034160157515,0.4066866936616348,-0.20946831965054816,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1122,0,0.8424819069011417,0,-0.6503623741877624,0.513943510752018,0,1,-0.025241533455224174,1,1,0,1,0,0,0,0,1,0.6958549274260244,0.6608883652323011,-0.6647287284765824,0.34204222770179765,-0.7597764308868512,0.6297933862149715,1.9993773695342416,0,1,0,0,-0.48680034160157515,2.8292967687799204,-0.23505406373408955,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1123,0,1.3648573466506515,1,-0.31716224314794206,1.0029000003644182,1,1,0.4644998442999947,0,1,1,0,0,1,0,1,0,0.9716936448948431,1.39376057599386,0.6670336401497096,1.2977855124570867,-0.7720684019860395,0.5809344120122485,1.8202766520226719,0,1,1,0,-0.48680034160157515,1.2635637448582417,-0.5335544113754056,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1124,0,-1.949437312342597,0,-0.6503623741877624,-0.5862085908758822,1,1,-0.8578018756390963,0,1,0,1,1,1,1,0,1,1.2907360169069706,-0.2091726165355312,-0.8577696060680693,-0.41713219370006377,-0.8080269133282912,0.6074175792420491,1.1038737819763926,0,1,0,0,-0.48680034160157515,1.3808554394247954,-0.9258691539897066,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1125,0,-1.2740684185564186,0,-0.6503623741877624,-1.0751650804882824,0,1,-0.46600877343492114,0,0,0,0,1,0,0,1,1,0.49645344491844456,-0.786676006868307,-0.542341945950702,-0.7841880128441954,-0.8281242941761413,0.5897757498100815,1.3426747386584856,0,1,0,0,-0.48680034160157515,-0.4259850582128943,-0.7751975499421851,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1126,0,1.111277036092637,0,-0.6503623741877624,-1.2788969511601158,0,1,-0.7108794623125306,0,0,0,0,0,0,0,1,1,-0.628503252228485,-0.9860167186794484,-0.8370765310839599,-1.0289488980932593,-0.8337109278050816,0.6330847515196932,1.4620752169995321,0,1,0,0,-0.48680034160157515,0.18992634719341722,-0.4965972254769569,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1127,0,0.8855905596960042,0,-0.6503623741877624,1.5733492382455516,1,1,-0.41703463565939924,1,1,0,1,1,0,0,1,1,1.1594633742561475,2.162573685431717,-0.5568814295725277,1.5442112003165371,-0.8625290951870239,0.9151005905518035,1.2829744994879624,0,1,0,0,-0.48680034160157515,0.6579585020539088,-0.8519547821928093,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1128,0,1.3809174329859923,0,-0.6503623741877624,0.7584217555582181,0,1,0.023732604320297713,0,0,1,0,1,1,1,1,1,0.9716936448948431,1.1584789655064212,-0.6353899166840435,0.7268280201389358,-1.442189419389288,1.2540211697141594,1.3426747386584856,0,1,0,0,-0.48680034160157515,2.4529327299067516,-0.9287120144434334,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1129,0,-0.027298558312847748,1,-0.31716224314794206,0.9621536262300514,1,1,-0.12318980900626794,1,1,1,1,0,0,0,1,1,0.12257566521673235,0.7649823860762375,0.8891652961007068,0.8660955642946117,-1.4402258146743516,1.2864952623406751,1.7008761736816254,0,1,1,0,-0.48680034160157515,-0.43756767214631054,-0.9287120144434334,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1130,0,1.3986680547250534,0,-0.6503623741877624,1.288124619304985,0,1,0.023732604320297713,0,1,0,1,1,0,0,0,1,-0.694970413064345,0.20766679334248722,-0.8847698169206231,-0.08843314748706213,-1.4550613991418955,1.2907079871334726,1.8202766520226719,0,1,0,0,-0.48680034160157515,-0.6080448388561017,-0.9287120144434334,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1131,0,1.4671347385757172,0,-0.6503623741877624,1.4511101158424515,0,0,-1.004724288965662,0,0,0,0,0,0,0,0,1,-1.487591306031975,-0.3902450262570628,-0.0430624563797684,-0.32309702235489235,-1.1394050556384479,1.245838012145082,1.1635740211469159,0,1,0,0,-0.48680034160157515,-0.9601090264567159,0.700247025542034,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1132,0,0.07920517212151831,0,-0.6503623741877624,1.410363741708085,1,1,-0.46600877343492114,1,1,0,1,0,0,0,1,1,-0.007035298413194723,0.8691646595872736,1.4006338572376227,1.0996356101466254,-1.2027948980293228,1.186701586161619,1.9396771303637184,0,1,0,0,-0.48680034160157515,1.066186548237782,-0.7069688990527415,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1133,0,-0.23607968067227963,1,0.3492380189316987,0.391704388348918,1,1,-0.41703463565939924,0,1,1,0,1,0,0,1,1,1.0232056945426344,0.728181023895719,0.2507272394848087,0.6483310064907059,-1.4101046529920933,1.2250236426118886,1.1635740211469159,0,1,1,0,-0.48680034160157515,1.1819181356214672,-1.0083121071477843,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1134,0,0.7385139795723558,1,-0.31716224314794206,1.1658854969018848,1,1,0.4155257065244728,1,1,1,1,0,0,0,1,1,0.9783403609784291,1.5951972886486163,1.5468436604501177,1.7170924005322417,-1.399636549886171,1.1665435402133746,1.8202766520226719,0,1,1,0,-0.48680034160157515,0.27511765457307436,-1.0083121071477843,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1135,0,1.6522483652830677,1,-0.31716224314794206,0.8399145038269514,0,1,0.21962915542238526,0,1,1,1,1,0,0,1,1,0.9716936448948431,1.1433436330988456,2.097442448426277,1.5224012390748056,-1.3901397182543467,1.222655029278086,1.8202766520226719,0,1,1,0,-0.48680034160157515,0.5173597516948076,-1.0083121071477843,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1136,0,0.6244028398212493,0,-0.6503623741877624,0.10647976940835126,1,1,-0.8578018756390963,1,1,1,0,1,1,1,1,1,1.448595523892138,0.6379647349531893,-0.441203360854281,0.3725112566088735,-1.338315216009978,1.2391206748597905,1.5217754561700554,0,1,0,0,-0.48680034160157515,0.3377110457887603,-1.0083121071477843,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1137,0,0.4502776932380794,1,2.0152386741308006,1.6140956123799182,0,1,0.26860329319790716,1,1,1,1,1,1,1,1,1,-0.055223990019193044,1.0613127790298005,-0.8847698169206231,0.5762837941506409,-0.8342536733327243,2.502544040050469,1.879976891193195,0,1,1,0,-0.48680034160157515,-0.9727317118453777,-0.44542573730987417,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1138,0,0.8391008360937016,1,0.6824381499715191,0.06573339527398459,0,1,0.4155257065244728,0,0,1,0,1,0,0,1,1,0.6792381372170594,0.26214075210969334,0.30631035071495666,0.2961432358166939,-0.8504060232557686,1.4677338681382024,1.9993773695342416,0,1,1,0,-0.48680034160157515,-0.8812526997590089,-0.2890684123548991,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1139,0,0.6649756895105317,1,0.016037887891878343,1.2473782451706181,1,1,-0.9067760134146181,0,1,1,0,1,1,1,1,1,1.2874126588651778,1.8528730134125697,0.46502812562161355,1.6012263270320004,-0.7791163981998575,2.5824906581185627,1.8202766520226719,0,1,1,0,-0.48680034160157515,-1.0404781843620527,-0.1412396687611045,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1140,0,0.17810149323914393,0,-0.6503623741877624,-1.0751650804882824,0,1,0.1706550176468634,0,0,0,0,1,1,1,1,1,-0.6766919438344836,-0.8901743222093212,-0.8847698169206231,-0.9672360264855941,-0.9510974696528233,1.566035266859257,1.7008761736816254,0,1,0,0,-0.48680034160157515,-0.7515746996799858,-0.5449258531903128,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1141,0,-0.15916031980301526,1,0.016037887891878343,0.9214072520956847,1,1,0.12168087987134149,1,1,0,0,0,0,0,1,0,-0.15824808931477602,0.4570247042323069,-0.2949226909466351,0.2726230999856762,-0.7046075631038671,1.6789141044126725,1.2232742603174391,0,1,1,0,-0.48680034160157515,-0.3798909823554217,-0.24073978464154316,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1142,1,-0.9816057937128421,0,-0.6503623741877624,-1.238150577025749,0,1,0.023732604320297713,1,1,0,0,0,0,0,1,1,-0.3626346088850453,-0.9585260128779339,-0.8600373403129031,-1.0139901056653409,-0.9045720269145401,0.6887687483483772,-0.5677329147982588,0,0,0,0,-0.48680034160157515,1.7046958698080648,-1.0111549676015112,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1143,1,-1.436359817313548,0,-0.6503623741877624,-1.238150577025749,0,1,1.4929567375859543,0,0,0,0,0,0,0,1,1,0.1973512211570748,-0.9393310577837787,-0.8632263415947009,-0.9997502845953674,-0.8660330441121283,0.6726916054828017,-1.6423372198676776,1,0,0,1,1.5904700648812444,0.9870938416638828,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1144,1,0.8213502143546405,0,-0.6503623741877624,-0.993672332219549,1,1,0.26860329319790716,0,0,1,0,1,1,1,1,1,1.1594633742561475,-0.6441920758360599,-0.7699657707759061,-0.7387532112047551,-0.8705969669520405,0.6789424610121673,-0.9259343498213984,0,0,0,1,1.5904700648812444,1.9215034922515206,-1.0111549676015112,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1145,1,0.5094464323682828,0,-0.6503623741877624,-0.17874484953221548,1,1,1.2970601864838667,0,0,1,1,1,1,1,1,1,1.3306163134084867,0.33786154048111994,-0.7230520185859046,0.05186050142218538,-0.8648811274848012,0.668844175358574,-1.4035362631855846,1,0,1,1,2.6291052681226543,-0.9541522535766733,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1146,1,0.7943016478951189,0,-0.6503623741877624,0.6769290072894847,1,1,-0.46600877343492114,0,1,1,0,1,1,1,1,1,1.2940593749487639,1.216085893955662,1.6808053365173379,1.4568212788040202,-0.8741568105658125,0.6917811529214525,-0.5080326756277356,0,0,0,1,0.5518348616398346,-0.33091307200840453,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1147,1,1.288783253483247,1,1.3488384120511598,-0.9121795839508157,0,1,2.3744912175453483,0,0,1,1,0,0,0,1,0,-0.31776927532083976,-0.7731071593017489,-0.7736272166920443,-0.8417999555897971,-1.3361430187974803,1.1853494853108657,-1.522936741526631,1,0,1,0,-0.48680034160157515,-0.8453702345530378,-1.0083121071477843,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1148,1,0.3649056553502146,0,-0.6503623741877624,-1.2788969511601158,0,0,-1.004724288965662,0,0,0,0,0,0,0,0,0,-1.4826062689692854,-0.9973571864017424,-0.8451080898677465,-1.0402918928181157,-0.8631888955336889,0.6132516182372699,-1.0453348281624448,1,0,0,0,-0.48680034160157515,1.040562969658551,-1.0111549676015112,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1149,1,1.1738268460302805,1,-0.31716224314794206,0.5954362590207514,1,1,-0.2211380845573117,0,1,0,0,1,1,1,1,1,1.1494933001307683,1.089377127167462,0.8555390492515289,1.1127376415918904,-0.8495935251002069,0.6636762073282785,0.8650728252942995,0,0,1,1,0.5518348616398346,0.39846067397014734,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1150,1,-1.2554725291154976,1,-0.31716224314794206,-1.2788969511601158,0,1,1.8357757020146075,0,1,0,0,0,0,0,1,0,-1.1486087857690892,-0.9929224898799893,-0.8847698169206231,-1.048504220998912,-0.853609842004764,0.6785381768236989,-1.1647353065034916,1,0,1,0,-0.48680034160157515,0.9253514180024887,-1.0111549676015112,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1151,1,-1.1650288850164725,0,-0.6503623741877624,-0.6269549650102489,0,1,1.0032153598307354,0,0,0,0,1,1,1,1,1,-0.0020502613505050385,-0.5239036905793534,-0.07057054521423808,-0.4369422977179977,-0.858118680223961,0.7329601200261595,-1.5826369806971543,1,0,0,0,-0.48680034160157515,1.173408460078549,-1.0111549676015112,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1152,1,-1.6451409396729797,0,-0.6503623741877624,-1.115911454622649,0,1,1.8357757020146075,0,0,0,0,0,0,0,1,1,0.16411764073914484,-0.8664122915927635,-0.8103597870120103,-0.9264535977594565,-0.8451478721812445,0.6948901029723707,0.5665716294416833,0,0,0,1,2.6291052681226543,0.33898749712019804,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1153,1,-1.2334955688671363,0,-0.6503623741877624,0.06573339527398459,1,1,0.3665515687489509,0,1,1,0,1,1,1,1,1,1.382128363056278,0.5599052509036243,-0.013747266818946589,0.43708256288720254,-0.8343873345447579,0.7190209025016583,0.2680704335890669,0,0,0,1,0.5518348616398346,0.27072098887590007,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1154,1,1.076621060316375,0,-0.6503623741877624,-0.871433209816449,1,1,-0.12318980900626794,0,0,1,0,1,1,1,1,1,1.0996429295038732,-0.5184761515527301,-0.5265741062795911,-0.5673972075105159,-0.843173331548959,0.7259150851093467,0.08896971607749711,0,0,0,1,1.5904700648812444,2.010760533501683,-1.0111549676015112,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1155,1,1.0022375025526908,0,-0.6503623741877624,-1.238150577025749,0,1,-0.07421567123074606,0,0,0,0,1,0,0,0,1,0.5280253463154782,-0.9426405328000124,-0.8709508113661664,-0.9976701538704399,-0.8949265478135762,0.6434392540183369,-0.8662341106508751,0,0,0,1,1.5904700648812444,-0.6630267980583998,-1.0111549676015112,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1156,1,-1.2123638763206352,0,-0.6503623741877624,-0.7084477132789823,0,1,-0.025241533455224174,1,1,0,0,1,1,1,1,1,1.1411849050262857,-0.37683062085792896,-0.8146117887210739,-0.5404776634142643,-0.9219281378138167,0.6881175305338912,-0.7468336323098286,0,0,0,1,0.5518348616398346,0.1121100919509557,-1.0111549676015112,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1157,1,0.9895584870247901,0,-0.6503623741877624,-0.9529259580851823,1,1,0.4155257065244728,0,0,0,0,1,1,1,1,0,0.9849870770620153,-0.6279756482565149,-0.5955274006615724,-0.6743808436031389,-0.8641431555807981,0.6376098566326291,-0.32893195811616577,0,0,0,1,1.5904700648812444,-0.6532879471592825,-0.857640503100263,0,1,0,0,0,0,1,0,0,1,0,0,1,0
